"Program","Year","Period","Geo.Level","State","State.ANSI","Ag.District","Ag.District.Code","County","County.ANSI","Measure","Bearing_type","Domain","Domain.Category","Value","CV...."
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"KENAI PENINSULA",30,"KENAI PENINSULA",NA,"","ACRES GROWN","TOTAL","NOT SPECIFIED",4,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"KENAI PENINSULA",30,"KENAI PENINSULA",NA,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"KENAI PENINSULA",30,"KENAI PENINSULA",NA,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",21,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"KENAI PENINSULA",30,"KENAI PENINSULA",NA,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",24,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"KENAI PENINSULA",30,"KENAI PENINSULA",NA,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",6,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",11,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",12,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"SOUTHEAST",40,"JUNEAU",NA,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"SOUTHEAST",40,"JUNEAU",NA,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"SOUTHEAST",40,"JUNEAU",NA,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"SOUTHEAST",40,"JUNEAU",NA,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"SOUTHWEST & WEST",50,"ALEUTIAN ISLANDS",NA,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"SOUTHWEST & WEST",50,"ALEUTIAN ISLANDS",NA,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"SOUTHWEST & WEST",50,"ALEUTIAN ISLANDS",NA,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"SOUTHWEST & WEST",50,"ALEUTIAN ISLANDS",NA,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,"","ACRES GROWN","TOTAL","NOT SPECIFIED",7,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",8,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",9,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ALASKA",2,"TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"MOHAVE",15,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"63.2"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"MOHAVE",15,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"61.0"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"MOHAVE",15,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,"52.7"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"MOHAVE",15,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,"35.0"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"NAVAJO",17,"","ACRES BEARING","TOTAL","NOT SPECIFIED",1,"63.2"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"NAVAJO",17,"","ACRES GROWN","TOTAL","NOT SPECIFIED",2,"61.0"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"NAVAJO",17,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(H)"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"NAVAJO",17,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",7,"52.7"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"NAVAJO",17,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",10,"35.0"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"NAVAJO",17,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",3,"48.4"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"YAVAPAI",25,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"YAVAPAI",25,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"61.0"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"YAVAPAI",25,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"YAVAPAI",25,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"YAVAPAI",25,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",4,"35.0"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"NORTHERN",10,"YAVAPAI",25,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",3,"48.4"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"COCHISE",3,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"COCHISE",3,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"COCHISE",3,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"COCHISE",3,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"52.7"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"COCHISE",3,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"35.0"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"COCHISE",3,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,"48.4"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"MARICOPA",13,"","ACRES BEARING","TOTAL","NOT SPECIFIED",1,"63.2"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"MARICOPA",13,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"MARICOPA",13,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"MARICOPA",13,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,"52.7"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"MARICOPA",13,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",5,"35.0"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"MARICOPA",13,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",2,"48.4"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"SANTA CRUZ",23,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"SANTA CRUZ",23,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"SANTA CRUZ",23,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"52.7"
"CENSUS",2022,"YEAR","COUNTY","ARIZONA",4,"SOUTHERN",80,"SANTA CRUZ",23,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"35.0"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"FAULKNER",45,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"FAULKNER",45,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"FAULKNER",45,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"88.3"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"FAULKNER",45,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"FAULKNER",45,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",4,"61.7"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"FAULKNER",45,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",3,"64.9"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"PULASKI",119,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"PULASKI",119,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"PULASKI",119,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"PULASKI",119,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",4,"60.2"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"PULASKI",119,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",4,"61.7"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"PULASKI",119,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,"64.9"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"SALINE",125,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"SALINE",125,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"SALINE",125,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"SALINE",125,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,"60.2"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"SALINE",125,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,"61.7"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"CENTRAL",50,"SALINE",125,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,"64.9"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"EAST CENTRAL",60,"LONOKE",85,"","ACRES BEARING","TOTAL","NOT SPECIFIED",12,"75.8"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"EAST CENTRAL",60,"LONOKE",85,"","ACRES GROWN","TOTAL","NOT SPECIFIED",12,"75.3"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"EAST CENTRAL",60,"LONOKE",85,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",7,"60.2"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"EAST CENTRAL",60,"LONOKE",85,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",7,"61.7"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"BAXTER",5,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"BAXTER",5,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"BAXTER",5,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",6,"60.2"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"BAXTER",5,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",6,"61.7"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"CLEBURNE",23,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"CLEBURNE",23,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"CLEBURNE",23,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"CLEBURNE",23,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"FULTON",49,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"FULTON",49,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"FULTON",49,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"FULTON",49,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"MARION",89,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"MARION",89,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"MARION",89,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,"60.2"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"MARION",89,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"61.7"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"SHARP",135,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"SHARP",135,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"SHARP",135,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTH CENTRAL",20,"SHARP",135,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"GREENE",55,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"GREENE",55,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"GREENE",55,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"GREENE",55,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"JACKSON",67,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"JACKSON",67,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"JACKSON",67,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,"60.2"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"JACKSON",67,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"61.7"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"LAWRENCE",75,"","ACRES BEARING","TOTAL","NOT SPECIFIED",12,"75.8"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"LAWRENCE",75,"","ACRES GROWN","TOTAL","NOT SPECIFIED",12,"75.3"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"LAWRENCE",75,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",6,"60.2"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"LAWRENCE",75,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",6,"61.7"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"WHITE",145,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"WHITE",145,"","ACRES GROWN","TOTAL","NOT SPECIFIED",13,"75.3"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"WHITE",145,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"WHITE",145,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"WHITE",145,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",4,"61.7"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHEAST",30,"WHITE",145,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",3,"64.9"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"BENTON",7,"","ACRES BEARING","TOTAL","NOT SPECIFIED",10,"75.8"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"BENTON",7,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"BENTON",7,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"BENTON",7,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",4,"60.2"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"BENTON",7,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",7,"61.7"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"BENTON",7,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",6,"64.9"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"CARROLL",15,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"CARROLL",15,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"CARROLL",15,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"CARROLL",15,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"CARROLL",15,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"CARROLL",15,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"WASHINGTON",143,"","ACRES BEARING","TOTAL","NOT SPECIFIED",6,"75.8"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"WASHINGTON",143,"","ACRES GROWN","TOTAL","NOT SPECIFIED",6,"75.3"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"WASHINGTON",143,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",5,"60.2"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"NORTHWEST",10,"WASHINGTON",143,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",5,"61.7"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTH CENTRAL",80,"OUACHITA",103,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTH CENTRAL",80,"OUACHITA",103,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTH CENTRAL",80,"OUACHITA",103,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"60.2"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTH CENTRAL",80,"OUACHITA",103,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"61.7"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTHEAST",90,"JEFFERSON",69,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTHEAST",90,"JEFFERSON",69,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTHEAST",90,"JEFFERSON",69,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTHEAST",90,"JEFFERSON",69,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTHEAST",90,"JEFFERSON",69,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTHEAST",90,"JEFFERSON",69,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",2,"(L)"
"CENSUS",2022,"YEAR","COUNTY","ARKANSAS",5,"SOUTHWEST",70,"HEMPSTEAD",57,"","ACRES BEARING","TOTAL","NOT SPECIFIED",15,"75.8"
